date_debut,date_fin,titre_court,description_rapide,categorie,pays
2012-06-22,2012-07-22,Amendement et complément de la Loi Forestière (Bulgarie),Adoption par le Parlement de modifications de la Loi Forestière pour renforcer la gestion des exportations/importations de bois,Politique/Juridique/Économie/Environnement,BG
2013-03-03,2013-04-03,Application de l'EU Timber Regulation (EUTR) en Bulgarie,Mise en œuvre par BG de l'EUTR européenne visant à prévenir le bois illégal sur le marché,Politique/Juridique/Économie/Logistique,BG
2018-02-23,2018-04-23,Info-brève: application EUTR en Bulgarie,Aperçu des mécanismes et des pratiques d'application de l'EUTR par les autorités bulgares,Politique/Juridique/Économie/Logistique,BG
2023-05-31,2023-07-31,Règlement UE sur les produits liés à la déforestation (Règlement 2023/1115) et impact sur le bois,Mesures européennes imposant une traçabilité et une diligence raisonnable renforcées pour les bois exportés/importés par l'UE,Politique/Économie/Global,BG
2012-02-18,2012-03-18,Référendum constitutionnel sur le statut russe,Vote sur l’amendement constitutionnel établissant le russe comme langue officielle secondaire et les langues de travail dans les institutions locales,Politique/Géopolitique,Lettonie
2014-01-01,2014-01-15,Introduction de l'euro,La Lettonie intègre officiellement la zone euro et remplace le lats par l'euro,Politique/Juridique/Économie,UE
2014-01-15,2014-02-15,Fin de la circulation bilatérale lats/euro,La circulation bilatérale prend fin et l’euro devient unique,Économie/Logistique,Lettonie
2015-01-01,2015-06-30,Présidence tournante lettonne du Conseil de l'Union européenne,Lettonie assure la présidence du Conseil de l'UE pour le 1er semestre 2015,Géopolitique/Politique,UE27
2016-06-16,2016-07-16,Ratification de l'adhésion à l'OCDE,Le Saeima adopte et ratifie l’accord d’adhésion à l’OCDE,Économie/Géopolitique,Lettonie
2019-01-23,2022-12-14,Premier ministre Kariņš et son premier cabinet,Formation du gouvernement dirigé par Krišjānis Kariņš et maintien jusqu’au second cabinet,Politique/Géopolitique,Lettonie
2020-03-13,2020-06-09,État d’urgence sanitaire lié à la COVID-19,Mesures sanitaires et restrictions pour contenir la pandémie,Sanitaire/Géopolitique,Lettonie
2020-04-16,2020-05-12,Renforcement des mesures COVID-19,Prolongation de l’état d’urgence et restrictions supplémentaires,Sanitaire,Lettonie
2023-09-15,2023-09-15,Changement de premier ministre,Événement marquant le passage du pouvoir après la coalition et le 2023 remaniement,Politique/Géopolitique,Lettonie
2024-04-01,2024-04-01,Impact et suivis du scandale d’aviation liée à des délégations,"Portée politique et médiatique locale, avec investigations sur l’utilisation de vols privés par des responsables",Politique/Géopolitique,Lettonie
2025-03-19,2025-04-19,La Lettonie rejoint le DAC de l’OCDE,"Adhésion officielle à la Development Assistance Committee, marquant une extension du rôle international du pays",Économie/Global,Lettonie
2025-03-19,2025-03-19,Lettonie et l’OCDE – perspective de développement,Rapport et continuité des engagements de coopération au développement avec l’OCDE,Économie/Global,Lettonie
2013-08-20,2013-09-20,Dissolution du Parlement et élections anticipées,Parlement dissous et préparation d'élections anticipées,Politique/Géopolitique,Czech Republic
2017-12-13,2018-01-13,Formation du premier gouvernement Babiš,Nomination et mise en place du gouvernement,Politique/Économie,Czech Republic
2018-01-13,2018-02-13,Second cabinet Babiš (rebaptisé),Continuation de l'équipe gouvernementale,Politique/Économie,Czech Republic
2020-03-11,2020-04-11,Début mesures COVID-19,Début des restrictions et confinements,Sanitaire/Économie,Czech Republic
2020-04-11,2020-05-11,Ajustements des mesures sanitaires,Révisions et calibrage des restrictions,Sanitaire,Czech Republic
2021-10-08,2021-11-08,Élections législatives,Vue générale des résultats et suites possibles,Politique/Économie,Czech Republic
2021-12-17,2022-01-17,Formation du gouvernement Fiala,Gouvernement dirigé par Petr Fiala,Politique/Économie,Czech Republic
2023-01-28,2023-03-28,Second tour et élection de Petr Pavel,Petr Pavel élu président,Politique/Global,Czech Republic
2023-03-09,2023-04-09,Investiture de Petr Pavel,Serment et entrée en fonction du président,Politique/Global,Czech Republic
2024-02-24,2025-02-24,Soutien à l'Ukraine et mesures économiques liées,Soutien international et impacts économiques,Politique/Économie/Global,Czech Republic
2025-10-04,2025-11-04,Élections législatives 2025,Résultats et possibles coalitions,Politique/Économie,Czech Republic
2012-11-16,2012-11-29,18e Congrès national du Parti communiste chinois,Affirmation de Xi Jinping comme leader central et consolidation du pouvoir,Politique/Géopolitique/Autre,Chine
2013-11-23,2013-12-01,Introduction de la Zone d'identification de défense aérienne (ADIZ) de Chine en mer de Chine orientale,Renforcement de l'influence aérienne et tension géopolitique avec ses voisins,Géopolitique/Politique,Chine/Étranger
2015-06-12,2016-02-01,Bulle et crise boursière chinoise,Chute marquée des marchés actions chinois et intervention gouvernementale pour stabiliser le secteur,Économie/Politique,Chine
2016-03-05,2016-03-31,Annonce du 13e plan quinquennal,Plan de développement économique et social sur 2016-2020 avec accent sur l'innovation et l'ouverture,Économie/Politique/Technologie,Chine
2017-10-18,2017-10-24,19e congrès national du PCC,Renouvellement du leadership et fixation des priorités pour la décennie,Politique/Géopolitique,Chine
2018-07-06,2018-07-06,Début du conflit commercial avec les États-Unis,Entrée en vigueur des tarifs douaniers et montée des tensions économiques,Économie/Politique,Chine/États-Unis
2019-12-01,2020-04-08,Début de la gestion de la pandémie de COVID-19,Déclaration et mise en œuvre des mesures sanitaires et économiques exceptionnelles,Sanitaire/Économie/Géopolitique,Chine
2020-01-23,2020-04-08,Confinement de Wuhan et mesures de contrôle strictes,Lockdown massif et mobilisation sanitaire sans précédent,Sanitaire/Politique,Chine
2022-10-16,2022-10-22,20e Congrès national du PCC,Réaffirmation du leadership de Xi Jinping et consolidation du pouvoir à long terme,Politique/Géopolitique,Chine
2023-04-01,2023-12-31,Récupération économique post-pandémie,Relance économique et mesures de soutien pour rebond industriel et consommation,Économie/Logistique,Chine
2023-11-01,2023-11-30,Cadre national sur le contrôle et la régulation des technologies d'IA,Élaboration de cadres éthiques et réglementaires pour l'IA,Technologie/Géopolitique,Chine
2024-06-01,2024-12-31,Avancées dans les technologies stratégiques et la cybersécurité,Renforcement des capacités technologiques et de la sécurité numérique,Technologie/Sécurité/Géopolitique,Chine
2025-01-15,2025-12-31,Lancement et déploiement de politiques climatiques ambitieuses,Poursuite de la transition énergétique et réduction des émissions,Environnement/Économie,Chine
2015-09-01,2016-01-31,Mise en place de mesures de stabilisation du secteur immobilier,Interventions pour freiner la chute des prix et soutenir la construction,Économie/Logistique,Chine
2012-01-01,2013-12-01,Lancement des négociations EPA ACP-UE,Début des négociations pour les accords économiques régionaux entre les pays ACP et l'UE,Politique/Géopolitique/Économie,ACP
2013-04-01,2014-12-01,Progrès dans les négociations EPA ACP-UE,Avancées significatives dans les textes des partenariats économiques entre ACP et UE,Politique/Géopolitique/Économie,ACP
2014-03-01,2016-06-01,Épidémie d'Ebola en Afrique de l'Ouest,"Épidémie majeure touchant Guinée, Libéria et Sierra Leone, avec impact sanitaire et économique",Sanitaire/Social/Économie,Guinée/Libéria/Sierra Leone
2015-12-01,2015-12-01,Accord de Paris sur le climat,Accord global adopté pour limiter le réchauffement et engager les pays ACP dans des contributions climatiques,Environnement/Global,ACP
2015-09-01,2015-09-01,Adoption des Objectifs de Développement Durable (ODD),Objectifs mondiaux adoptés par l'ONU incluant les pays ACP dans la feuille de route durable,Global/Économie,ACP
2016-01-01,2016-01-01,Conclusions du sommet ACP-UE post-Ebola,Réponses économiques et sanitaires renforcées entre ACP et UE après l'épidémie,Économie/Santé,ACP/UE
2017-01-01,2018-12-01,Renouvellement des mécanismes de coopération ACP,Renforcement des instruments de coopération au développement avec l'UE pour les pays ACP,Économie/Politique,ACP
2019-01-01,2019-12-01,Réformes des chaînes d'approvisionnement post-Ebola et post-CD,Initiatives pour sécuriser les chaînes d'approvisionnement dans les pays ACP face à diverses crises,Économie/Société,ACP
2020-03-01,2021-12-01,Impact et réponse au COVID-19 dans les pays ACP,"Mesures sanitaires, économiques et sociales et coordination internationale",Santitaire/Économie/Social,ACP
2021-10-01,2024-12-01,Début des négociations Post-Cotonou,Programme de négociations pour le nouvel accord ACP-UE remplaçant le Cotonou,Politique/Économie,ACP/UE
2022-01-01,2025-12-01,Émergence des priorités climatiques et agricoles ACP,Renforcement des mécanismes d'adaptation au changement climatique et du soutien à l'agriculture ACP,Environnement/Économie,ACP
2024-01-01,2025-12-01,Renforcement de la coopération technologique dans l'ACP,Initiatives de transfert technologique et numérique pour les pays ACP,Technologie/Économie,ACP
2015-04-16,2015-09-03,Affaire La Línea (Guatemala),Révélation par CICIG et Ministère public d'un réseau de corruption à la SAT et aux douanes,Politique/Juridique,Guatemala
2015-05-20,2015-06-30,Démissions ministérielles en Guatémala,Premier ministre et plusieurs ministres sont limogés ou démissionnent dans le cadre de la crise politique entourant La Línea,Politique/Juridique,Guatemala
2015-08-14,2015-12-31,Mouvements de protestation contre la corruption,Manifestations massives demandant la démission du gouvernement et des réformes,Social/Politique,Guatemala
2017-11-01,2017-11-30,Élections régionales et municipales au Panama,Renouvellement local et influence politique locale,Politique,Panama
2018-02-04,2018-03-31,Élections présidentielles au Costa Rica,Consolidation du multipartisme et succession présidentielle,Politique,Costa Rica
2020-11-01,2020-11-30,Ouragans Eta et Iota,Catastrophes hydrométéorologiques dévastant la région et déclenchant des aides humanitaires,Environnement/Sanitaire,Guatemala/Honduras/Nicaragua/Panama/Costa Rica/Belize
2021-06-01,2021-12-31,Adoption de Bitcoin au Salvador (rattache Central America non inclus?) ,"Mentionné ici pour contexte régional, adoption historique",Économie/Technologie/Global,El Salvador
2021-11-01,2021-11-30,Élections présidentielles au Honduras,Renouvellement politique et passes d’alliance,Politique,Honduras
2022-01-01,2022-12-31,Règles de sécurité et répression,Criminalité et répression renforcées dans plusieurs pays de la région,Géopolitique/Social,Costa Rica/Guatemala/Honduras/Nicaragua/Panama/El Salvador
2023-04-01,2023-04-30,Crise migratoire et politiques frontalières,Flux migratoires importants et débats sur les politiques d’asile et sécurité,Géopolitique/Social,Guatemala/Honduras/Nicaragua/Panama/Costa Rica
2024-03-01,2024-03-31,Réformes économiques et investissements,Projets d’infrastructure et investissements publics et privés,Économie/Logistique,Costa Rica/Guatemala/Panama
2025-01-01,2025-12-31,Élections et transitions dans plusieurs pays,Changements de direction politique et de programmes publics,Politique,Guatemala/Honduras/Nicaragua/Panama/Costa Rica/El Salvador
2013-06-01,2013-07-01,Élection de Rouhani,Élection de Hassan Rouhani comme président de la République islamique d'Iran,Politique/Géopolitique,Iran
2015-07-14,2016-01-16,Signature du JCPOA,Accord nucléaire conclu entre l'Iran et le P5+1,Politique/Géopolitique/Économie,Iran
2016-01-16,2016-12-31,Entrée en vigueur du JCPOA,Mise en œuvre des restrictions nucléaires et levée partielle des sanctions,Politique/Géopolitique/Économie,Iran
2018-05-08,2019-01-01,Retrait des États-Unis du JCPOA,Les États-Unis se retirent du JCPOA et réimposent des sanctions,Géopolitique/Économie,Iran
2019-11-01,2019-12-01,Protestations massives de 2019,Mouvements de protestation après la hausse du prix du carburant et répression,Social/Géopolitique,Iran
2020-01-03,2020-01-08,Assassinat de Qasem Soleimani,Opération américaine visant le chef IRGC à Bagdad et escalade régionale,Géopolitique/Global,Iran
2021-06-18,2021-06-18,Élection d'Ebrahim Raisi,Raisi élu président de l'Iran,Politique/Géopolitique,Iran
2022-09-16,2023-03-01,Mouvement Mahsa Amini et protestations,Décès de Mahsa Amini déclenchant une des plus grandes vagues de protestation,Social/Géopolitique,Iran
2023-09-01,2025-01-01,Crackdown et répression des manifestations,Répression des dissidents et arrestations massives dont poursuites judiciaires et restrictions,Social/Juridique,Iran
2023-01-01,2025-01-01,Négociations nucléaires et tensions,Poursuite et fluctuations des pourparlers nucléaires avec les parties concernées et ajustements de sanctions,Géopolitique/Économie,Iran
